station_uid,live_provider_key,provider,source_system,station_type,station_type_label,provider_station_id,station_name,state,county,river_basin,huc,elevation_ft,latitude,longitude,lat_lon,record_start_date,record_start_year,record_end_date,record_end_year,period_of_record,station_status,nrcs_site_num,nrcs_station_triplet,nrcs_shef_id,cdec_id,operator_agency,owner_agency,official_station_url,official_data_url,source_metadata_url
CDEC_snow_sensor_PSR,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,PSR,POISON RIDGE,CA,,,,6900,37.402821,-119.520813,"37.402821, -119.520813",1970-01-01,1970,,,1970–present,active,,,,PSR,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=PSR,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=PSR,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_QUA,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,QUA,QUAKING ASPEN,CA,,,,7200,36.117508,-118.539993,"36.117508, -118.539993",1981-11-13,1981,,,1981–present,active,,,,QUA,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=QUA,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=QUA,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RTL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RTL,RATTLESNAKE,CA,,,,6210,40.12791,-121.04397,"40.127910, -121.043970",1981-01-01,1981,,,1981–present,active,,,,RTL,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RTL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RTL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RRM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RRM,RED ROCK MOUNTAIN,CA,,,,6700,41.023621,-122.886627,"41.023621, -122.886627",1986-12-03,1986,,,1986–present,active,,,,RRM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RRM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RRM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RBP,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RBP,ROBBS POWERHOUSE,CA,,,,5150,38.90238,-120.376543,"38.902380, -120.376543",1970-01-08,1970,,,1970–present,active,,,,RBP,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RBP,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RBP,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RBB,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RBB,ROBBS SADDLE,CA,,,,5900,38.911534,-120.379299,"38.911534, -120.379299",1973-11-05,1973,,,1973–present,active,,,,RBB,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RBB,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RBB,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RCC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RCC,ROBINSON COW CAMP,CA,,,,6480,39.621864,-120.679871,"39.621864, -120.679871",2007-10-01,2007,,,2007–present,active,,,,RCC,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RCC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RCC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RCK,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RCK,ROCK CREEK LAKES,CA,,,,9700,37.457275,-118.735024,"37.457275, -118.735024",1984-11-28,1984,,,1984–present,active,,,,RCK,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RCK,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RCK,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_RP2,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,RP2,RUBICON PEAK 2,CA,,,,7500,39.001,-120.14,"39.001000, -120.140000",1989-02-26,1989,,,1989–present,active,,,,RP2,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=RP2,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=RP2,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SDF,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SDF,SAND FLAT,CA,,,,6750,41.350239,-122.246529,"41.350239, -122.246529",1983-11-08,1983,,,1983–present,active,,,,SDF,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SDF,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SDF,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SWM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SWM,SAWMILL,CA,,,,10200,37.161964,-118.562592,"37.161964, -118.562592",1988-08-23,1988,,,1988–present,active,,,,SWM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SWM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SWM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SCN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SCN,SCHNEIDERS,CA,,,,8750,38.747,-120.068,"38.747000, -120.068000",1972-01-14,1972,,,1972–present,active,,,,SCN,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SCN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SCN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SCT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SCT,SCOTT MOUNTAIN,CA,,,,5900,41.272202,-122.719482,"41.272202, -122.719482",1985-11-08,1985,,,1985–present,active,,,,SCT,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SCT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SCT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SHM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SHM,SHIMMY LAKE,CA,,,,6400,41.005299,-122.801598,"41.005299, -122.801598",1985-11-09,1985,,,1985–present,active,,,,SHM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SHM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SHM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SIL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SIL,SILVER LAKE,CA,,,,7100,38.679604,-120.118195,"38.679604, -120.118195",1986-12-31,1986,,,1986–present,active,,,,SIL,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SIL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SIL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SLT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SLT,SLATE CREEK,CA,,,,5700,41.04398,-122.480102,"41.043980, -122.480102",1982-11-18,1982,,,1982–present,active,,,,SLT,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SLT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SLT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SLI,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SLI,SLIDE CANYON,CA,,,,9200,38.091234,-119.431881,"38.091234, -119.431881",1982-10-21,1982,,,1982–present,active,,,,SLI,Yosemite National Park,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SLI,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SLI,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SNM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SNM,SNOW MOUNTAIN,CA,,,,5950,40.778809,-121.782677,"40.778809, -121.782677",1983-11-19,1983,,,1983–present,active,,,,SNM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SNM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SNM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SPS,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SPS,SONORA PASS BRIDGE,CA,,,,8750,38.318,-119.601,"38.318000, -119.601000",1970-01-04,1970,,,1970–present,active,,,,SPS,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SPS,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SPS,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SLK,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SLK,SOUTH LAKE,CA,,,,9600,37.175903,-118.56266,"37.175903, -118.562660",1980-11-24,1980,,,1980–present,active,,,,SLK,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SLK,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SLK,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SPT,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SPT,SPRATT CREEK,CA,,,,6150,38.66627,-119.81742,"38.666270, -119.817420",1985-11-10,1985,,,1985–present,active,,,,SPT,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SPT,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SPT,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SLM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SLM,STANISLAUS MEADOW,CA,,,,7750,38.5055,-119.9373,"38.505500, -119.937300",1987-01-01,1987,,,1987–present,active,,,,SLM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SLM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SLM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_STL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,STL,STATE LAKES,CA,,,,10400,36.926483,-118.57325,"36.926483, -118.573250",1970-01-01,1970,,,1970–present,active,,,,STL,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=STL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=STL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_STM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,STM,STOUTS MEADOW,CA,,,,5400,41.16914,-121.939827,"41.169140, -121.939827",1983-11-15,1983,,,1983–present,active,,,,STM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=STM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=STM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SDW,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SDW,SUMMIT MEADOW,CA,,,,9313,38.3975,-119.5356,"38.397500, -119.535600",2005-01-26,2005,,,2005–present,active,,,,SDW,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SDW,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SDW,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_SSM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,SSM,SUNNYSIDE MEADOW,CA,,,,6300,39.698132,-120.782211,"39.698132, -120.782211",2019-12-01,2019,,,2019–present,active,,,,SSM,Yuba Water Agency,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=SSM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=SSM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TCC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TCC,TAHOE CITY CROSS,CA,,,,6750,39.171439,-120.154658,"39.171439, -120.154658",1982-01-01,1982,,,1982–present,active,,,,TCC,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TCC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TCC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TMR,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TMR,TAMARACK SUMMIT,CA,,,,7550,37.16375,-119.200531,"37.163750, -119.200531",1980-12-03,1980,,,1980–present,active,,,,TMR,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TMR,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TMR,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TNY,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TNY,TENAYA LAKE,CA,,,,8150,37.837581,-119.449875,"37.837581, -119.449875",1998-11-01,1998,,,1998–present,active,,,,TNY,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TNY,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TNY,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TK2,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TK2,TRUCKEE 2,CA,,,,6400,39.3,-120.194,"39.300000, -120.194000",1980-10-02,1980,,,1980–present,active,,,,TK2,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TK2,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TK2,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TUN,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TUN,TUNNEL GUARD STATION,CA,,,,8900,36.366349,-118.289116,"36.366349, -118.289116",1983-11-10,1983,,,1983–present,active,,,,TUN,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TUN,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TUN,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_TUM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,TUM,TUOLUMNE MEADOWS,CA,,,,8600,37.876406,-119.348096,"37.876406, -119.348096",1979-11-25,1979,,,1979–present,active,,,,TUM,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=TUM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=TUM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_UBC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,UBC,UPPER BURNT CORRAL,CA,,,,9700,37.183296,-118.938294,"37.183296, -118.938294",1986-12-06,1986,,,1986–present,active,,,,UBC,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=UBC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=UBC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_UTY,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,UTY,UPPER TYNDALL CREEK,CA,,,,11500,36.647183,-118.397283,"36.647183, -118.397283",1970-01-01,1970,,,1970–present,active,,,,UTY,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=UTY,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=UTY,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_VVL,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,VVL,VAN VLECK,CA,,,,6700,38.943947,-120.306058,"38.943947, -120.306058",1972-01-14,1972,,,1972–present,active,,,,VVL,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=VVL,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=VVL,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_VRG,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,VRG,VIRGINIA LAKES RIDGE,CA,,,,9300,38.077,-119.234,"38.077000, -119.234000",1970-01-04,1970,,,1970–present,active,,,,VRG,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=VRG,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=VRG,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_VLC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,VLC,VOLCANIC KNOB,CA,,,,10050,37.387859,-118.905037,"37.387859, -118.905037",1989-11-29,1989,,,1989–present,active,,,,VLC,CA Dept of Water Resources/DFM-Hydro-SMN,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=VLC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=VLC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_WC3,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,WC3,WARD CREEK 3,CA,,,,6750,39.135574,-120.218678,"39.135574, -120.218678",1989-02-26,1989,,,1989–present,active,,,,WC3,Natural Resources Conservation Service,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=WC3,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WC3,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_WWC,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,WWC,WEST WOODCHUCK MEADOW,CA,,,,9100,37.031033,-118.914783,"37.031033, -118.914783",1970-01-01,1970,,,1970–present,active,,,,WWC,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=WWC,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WWC,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_WTM,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,WTM,WET MEADOWS,CA,,,,9039,36.349633,-118.571667,"36.349633, -118.571667",1988-12-01,1988,,,1988–present,active,,,,WTM,Sierra Hydrographics,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=WTM,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WTM,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
CDEC_snow_sensor_WHW,cdec_snow_sensor,CA DWR / CDEC / CCSS,CDEC,cdec_snow_sensor,CDEC snow sensor,WHW,WHITE WOLF,CA,,,,7900,37.859445,-119.651607,"37.859445, -119.651607",2007-10-25,2007,,,2007–present,active,,,,WHW,.None Specified,,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=WHW,https://cdec.water.ca.gov/dynamicapp/QueryDaily?s=WHW,https://data.cnra.ca.gov/dataset/california-snow-data/resource/49baa289-3cc3-439a-af7a-727486dbf303
NRCS_snotel_301,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,301,Adin Mtn,CA,Modoc,,180200021403,6170,41.23583,-120.7919,"41.235830, -120.791900",1983-10-01,1983,,,1983–present,active,301,301:CA:SNTL,ADMC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=301,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=301,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_356,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,356,Blue Lakes,CA,Alpine,,180400120101,8060,38.60801,-119.9246,"38.608010, -119.924600",1980-10-01,1980,,,1980–present,active,356,356:CA:SNTL,BLAC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=356,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=356,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1051,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1051,Burnside Lake,CA,Alpine,,160502010107,8180,38.71943,-119.8942,"38.719430, -119.894200",2003-10-01,2003,,,2003–present,active,1051,1051:CA:SNTL,BSKC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1051,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1051,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_1067,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,1067,Carson Pass,CA,Alpine,,180201290101,8360,38.6927,-120.0022,"38.692700, -120.002200",2004-10-01,2004,,,2004–present,active,1067,1067:CA:SNTL,CXSC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1067,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1067,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_391,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,391,Cedar Pass,CA,Modoc,,180200020603,7060,41.58216,-120.3025,"41.582160, -120.302500",1977-10-01,1977,,,1977–present,active,391,391:CA:SNTL,CDRC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=391,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=391,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_977,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,977,Crowder Flat,CA,Modoc,,180102040103,5180,41.89318,-120.752,"41.893180, -120.752000",1999-10-01,1999,,,1999–present,active,977,977:CA:SNTL,CRWC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=977,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=977,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_428,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,428,Css Lab,CA,Nevada,,180201250602,6890,39.32565,-120.3681,"39.325650, -120.368100",1980-10-01,1980,,,1980–present,active,428,428:CA:SNTL,CSSC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=428,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=428,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
NRCS_snotel_446,nrcs_snotel,USDA NRCS NWCC,NRCS NWCC,snotel,SNOTEL,446,Dismal Swamp,CA,Modoc,,171200070304,7370,41.99127,-120.1803,"41.991270, -120.180300",1979-10-01,1979,,,1979–present,active,446,446:CA:SNTL,DMLC1,,USDA NRCS NWCC,,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=446,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=446,https://services.arcgis.com/SXbDpmb7xQkk44JV/ArcGIS/rest/services/stations_SNTL_ACTIVE/FeatureServer/0
